company,product_name,rating,Category Corrected,country,county
Queso Payoyo S.L.  Website,PAYOYO CABRA CURADO EN PIMENTON,BRONZE,5005 - Goats' milk cheese with additives,Spain,
Quesos El Bosqueño SL  Website,QUESO EL BOSQUEÑO DE CABRA CURADO AL VINO OLOROSO,BRONZE,5005 - Goats' milk cheese with additives,Spain,
"Finca Buenavista Ribera, CB",SOLOCABRA MADURADO AL VINO,BRONZE,5005 - Goats' milk cheese with additives,Spain,
Valdecabras  Website,SEMICURADO VALDECABRAS SIN LACTOSA,BRONZE,5005 - Goats' milk cheese with additives,Spain,
Lacteas Cobreros S.A.  Website,Perlas de cabra rellenas de Limon 90g OH MY CHEESE,BRONZE,5005 - Goats' milk cheese with additives,Spain,
Quesos El Bosqueño SL  Website,QUESO EL BOSQUEÑO DE CABRA CURADO EN SALSA DE MOSTAZA.,BRONZE,5005 - Goats' milk cheese with additives,Spain,
LA PASTORA DE GRAZALEMA S.C.A.  Website,QUESO DE CABRA PAYOYA CURADO EN MANTECA IBERICA,BRONZE,5005 - Goats' milk cheese with additives,Spain,
Lacteas Cobreros S.A.  Website,Perlas de cabra rellenas de cerezas 90g OH MY CHEESE,BRONZE,5005 - Goats' milk cheese with additives,Spain,
"Quesería Artesanal ""Las RRR""  Website",Queso de cabra al Pimentón Dulce Ahumado,BRONZE,5005 - Goats' milk cheese with additives,Spain,
Quesos Artesanos Pajarete  Website,Pajarete Patrufo,SILVER,5005 - Goats' milk cheese with additives,Spain,
"Touza Vella Queixería, S.L.  Website",Touza Vella - Malteado,SILVER,5005 - Goats' milk cheese with additives,Spain,
Quesos El Bosqueño SL  Website,QUESO EL BOSQUEÑO DE CABRA CURADO EN ACEITE DE OLIVA,SILVER,5005 - Goats' milk cheese with additives,Spain,
Lacteas Cobreros S.A.  Website,Rulo de cabra con flores 100g OH MY CHEESE,SILVER,5005 - Goats' milk cheese with additives,Spain,
Lactalis Forlasa S.L.U.,QUESO DE CABRA TIERNO,SILVER,5005 - Goats' milk cheese with additives,Spain,
Quesos de Catí Coop. V.  Website,ROSEMARY GOAT CHEESE,SILVER,5005 - Goats' milk cheese with additives,Spain,
Quesos El Bosqueño SL  Website,QUESO EL BOSQUEÑO DE CABRA CURADO EN MANTECA IBÉRICA Y ESPECIAS AROMÁTICAS,SILVER,5005 - Goats' milk cheese with additives,Spain,
"Quesos de Almazora, S.L.  Website",QUESO SEMICURADO DE CABRA AL PIMENTÓN,SILVER,5005 - Goats' milk cheese with additives,Spain,
Quesos El Bosqueño SL  Website,QUESO EL BOSQUEÑO DE CABRA CURADO EN ACEITE DE OLIVA Y PIMENTÓN PICANTE.,SILVER,5005 - Goats' milk cheese with additives,Spain,
Lacteas Cobreros S.A.  Website,Rulo de cabra con cenizas 850g Cobreros,SILVER,5005 - Goats' milk cheese with additives,Spain,
GRUPO GANADEROS DE FUERTEVENTURA S.L  Website,EL TOFIO SEMICURADO AL PIMENTÓN,SILVER,5005 - Goats' milk cheese with additives,Spain,
QUESOS EL PASTOR-HIJOS DE SALVADOR SA  Website,GOAT LOG WITH PAPAYA,SILVER,5005 - Goats' milk cheese with additives,Spain,
Queseria Cortijo el Aserradero  Website,Queso de Cabra Viejo con aceite de oliva virgen extra de Cortijo el Aserradero,SILVER,5005 - Goats' milk cheese with additives,Spain,
Quesos El Bosqueño SL  Website,QUESO EL BOSQUEÑO DE CABRA CURADO EN ACEITE DE OLIVA Y LICOR DE ARRAYÁN.,SILVER,5005 - Goats' milk cheese with additives,Spain,
"Quesería Artesanal ""Las RRR""  Website",Queso de cabra leche cruda Gran Reserva,GOLD,5005 - Goats' milk cheese with additives,Spain,
LA PASTORA DE GRAZALEMA S.C.A.  Website,QUESO DE CABRA CURADO EN ACEITE Y SALVADO DE TRIGO  View  Stockists,GOLD,5005 - Goats' milk cheese with additives,Spain,
"HACIENDA ZORITA FARMA FOOD, S.L  Website",HACIENCIA ZORITA CABRA TOMILLO,GOLD,5005 - Goats' milk cheese with additives,Spain,
Valdecabras  Website,SEMICURADO VALDECABRAS CON PIMENTÓN,GOLD,5005 - Goats' milk cheese with additives,Spain,
QUESOS ANDAZUL SL,Petenero,GOLD,5005 - Goats' milk cheese with additives,Spain,
Lacteas Cobreros S.A.  Website,Rulo de cabra con miel 100g OH MY CHEESE,SUPER GOLD,5005 - Goats' milk cheese with additives,Spain,
Queseria Montesdeoca S.L.  Website,Queso Cabra Curado Orégano  View  Stockists,SUPER GOLD,5005 - Goats' milk cheese with additives,Spain,
Agrupación de Ganaderos de los Montes de Málaga  Website,Queso Curado Emborrizado Montes de Málaga,SUPER GOLD,5005 - Goats' milk cheese with additives,Spain,
White Lake Cheese Ltd.  Website,Eve,GOLD,5005 - Goats' milk cheese with additives,United Kingdom,Somerset
Groupe Le Meunier  Website,Bleu de Chevre,SILVER,5006 - Goats' milk cheese blue,France,
Boyne Valley Cheese  Website,Boyne Valley Blue,SILVER,5006 - Goats' milk cheese blue,Ireland,
Il Carro S.R.L. - CheeseItaly  Website,Blu di Capra,BRONZE,5006 - Goats' milk cheese blue,Italy,
IGOR SRL  Website,BLU di CAPRA IGOR,BRONZE,5006 - Goats' milk cheese blue,Italy,
EMILIO MAURI SPA  Website,Fortecapra Dolce Goat blue cheese  View  Stockists,SUPER GOLD,5006 - Goats' milk cheese blue,Italy,
"Tano Litera, S.L.  Website",OJOS AZULES,BRONZE,5006 - Goats' milk cheese blue,Spain,
AGOUR  Website,Urdina Brebis,SILVER,5006 - Goats' milk cheese blue,Spain,
Francisco Morán e Hijos S.L.  Website,Francisco Azul,SILVER,5006 - Goats' milk cheese blue,Spain,
Quesos Santiago Madera  Website,"QUESO AZULITO ""SANTIAGO MADERA"" CREMOSO Y SABROSO",SILVER,5006 - Goats' milk cheese blue,Spain,
QUESOS ANDAZUL SL,Andazul,GOLD,5006 - Goats' milk cheese blue,Spain,
The Cornish Cheese Co. Limited  Website,Cornish Nanny,BRONZE,5006 - Goats' milk cheese blue,United Kingdom,Cornwall
Butlers Farmhouse Cheeses Limited  Website,Beacon Blue  View  Stockists,BRONZE,5006 - Goats' milk cheese blue,United Kingdom,Lancashire
Groupe Le Meunier  Website,Rouleau Fumé,SILVER,5007 - Goats' milk cheese smoked,France,
Queseria Montesdeoca S.L.  Website,Queso Cabra Semicurado Ahumado,BRONZE,5007 - Goats' milk cheese smoked,Spain,
GRUPO GANADEROS DE FUERTEVENTURA S.L  Website,EL TOFIO TIERNO AHUMADO,SILVER,5007 - Goats' milk cheese smoked,Spain,
Lactomilk Canarias  Website,Queso Tierno Caletón Ahumado Natural  View  Stockists,SILVER,5007 - Goats' milk cheese smoked,Spain,
Il Carro S.R.L. - CheeseItaly  Website,Bianco fiocco,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Italy,
20 WAYS Ltd  Website,TOMA DI CAPRA- SEMI-SOFT GOATMILK CHEESE,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Italy,
Casale Roccolo azienda agricola biologica  Website,Dama CASALE ROCCOLO,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Italy,
Romagna Terre  Website,CAPROZZO AL SAMBUCO,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Italy,
Romagna Terre  Website,CAPROZZO ALL'ARGILLA ROSSA,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Italy,
Romagna Terre  Website,CAPROZZO ALLA CARRUBA,SILVER,5009 - Any other Goats' milk cheese not in any other class,Italy,
Sierra Encantada  Website,KABRY,GOLD,5009 - Any other Goats' milk cheese not in any other class,Mexico,
Amalthea B.V.,Amalthea 30+,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Netherlands,
Prestholt Geitost  Website,Brun Geitost,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Norway,
TINE SA  Website,Gudbrandsdalsost,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Norway,
"Touza Vella Queixería, S.L.  Website",Touza Vella - Cremoso,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
QUESERÍA DEVAS GOURMET  Website,COCORON,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
Lacteos Romero Pelaez SI (Quesos Y Besos)  Website,MINERO TIERNO,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
SPANISH CHEESE S.L.  Website,GOAT CHEESE WITH ROSEMARY,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
Quesos Elvira García (Aligarma S.L.)  Website,LUNA ROJA,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
Aubagueta Agropecuaria SL  Website,Coster,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
Quesos Elvira García (Aligarma S.L.)  Website,Fortín De Capra,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
Quesería La Zarcillera  Website,El Hechizo,BRONZE,5009 - Any other Goats' milk cheese not in any other class,Spain,
Hermanos Peña Párraga C.B  Website,"Queso Curado leche cruda ecológico ,marca Gastromonte",SILVER,5009 - Any other Goats' milk cheese not in any other class,Spain,
Francisco Morán e Hijos S.L.  Website,Francisco Sudao,SILVER,5009 - Any other Goats' milk cheese not in any other class,Spain,
Quesos Elvira García (Aligarma S.L.)  Website,BARRAQUEÑO,SILVER,5009 - Any other Goats' milk cheese not in any other class,Spain,
Lacteos Lanjaron S.L.,"""TORTA DE LA ALPUJARRA""",SILVER,5009 - Any other Goats' milk cheese not in any other class,Spain,
S.A.T. Queso Flor Valsequillo  Website,Queso de cabra Artesano Añejo Quesos Flor Valsequillo,SILVER,5009 - Any other Goats' milk cheese not in any other class,Spain,
Queseria El Roano  Website,Queso curado de Leche Cruda El Roano  View  Stockists,SILVER,5009 - Any other Goats' milk cheese not in any other class,Spain,
Lacteos Romero Pelaez SI (Quesos Y Besos)  Website,MUZQUIA,GOLD,5009 - Any other Goats' milk cheese not in any other class,Spain,
QUESERIA ALEJANDRO CASIELLES 1913,Queso Cabra Añejo 1913 Edición limita,GOLD,5009 - Any other Goats' milk cheese not in any other class,Spain,
Queserias del Tietar S.L  Website,MONTE ENEBRO,GOLD,5009 - Any other Goats' milk cheese not in any other class,Spain,
Esperanza del Castillo S.L.  Website,QUESO DE CABRA CURADO,GOLD,5009 - Any other Goats' milk cheese not in any other class,Spain,
Firefly Farms  Website,Mountain Top,SILVER,5009 - Any other Goats' milk cheese not in any other class,USA,
Savencia Fromage & Dairy  Website,Margalet,SILVER,5101 - Soft ewes' milk cheese plain,France,
Savencia Fromage & Dairy  Website,Pérail Papillon 150g,SILVER,5101 - Soft ewes' milk cheese plain,France,
Hanoked Dairy,CORAL,GOLD,5101 - Soft ewes' milk cheese plain,Israel,
Quesos Del Rebaño,Padua,BRONZE,5101 - Soft ewes' milk cheese plain,Mexico,
Quesos Del Rebaño,Marfil Azul,BRONZE,5101 - Soft ewes' milk cheese plain,Mexico,
"Malpiagro, Lda","Queijo Curado de Ovelha ""Amanteigado""",BRONZE,5101 - Soft ewes' milk cheese plain,Portugal,
Pingo Doce,Queijo de Azeitão DOP Pingo Doce  View  Stockists,BRONZE,5101 - Soft ewes' milk cheese plain,Portugal,
"Lacticoa-Lacticínios do Côa,Lda  Website",Queijo De Ovelha Amanteigado,SILVER,5101 - Soft ewes' milk cheese plain,Portugal,
"Nuno L. Duarte Alves ""Queijo da Soalheira Quinta do Pomar Joaquim Duarte Alves""",Queijo de Ovelha,SILVER,5101 - Soft ewes' milk cheese plain,Portugal,
Pingo Doce,Queijo de Ovelha Amanteigado Seia Pingo Doce  View  Stockists,GOLD,5101 - Soft ewes' milk cheese plain,Portugal,
Pingo Doce,Queijo Serpa DOP Pingo Doce  View  Stockists,GOLD,5101 - Soft ewes' milk cheese plain,Portugal,
Pingo Doce,Queijo Serra da Estrela DOP Pingo Doce  View  Stockists,SUPER GOLD,5101 - Soft ewes' milk cheese plain,Portugal,
FORMATGERIA GRANJA RINYA  Website,Homenaje Pasta blanda oveja Granja Rinya,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
QUESOS CESAR S.L.  Website,QUESOS CESAR TIERNO DE OVEJA,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Quesería El Castúo  Website,Tiana Torta del Casar DOP  View  Stockists,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Quesera Herenciana Cofer S.L.  Website,"•	VillaHerencia - Tender Sheep´s Cheese",BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Queseria Doña Francisca S.L.  Website,TORTA DEL CASAR D.O.P. VIRGEN DEL PRADO,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Quesería El Pendo,Peñajorao Pequeño Tierno,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Quesos Ruperto S.L.  Website,Tronco Afinado,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Arteserena S.L  Website,Exttreme 10  View  Stockists,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
QUESOS ENCINASOLA S.L.  Website,Queso de Oveja Tierno Encinasola,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
QUESERIA LA LEZE  Website,MAITIA LA LEZE,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
La Rosa Amarilla  Website,LA ROSA AMARILLA TIERNO,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Cañarejal S.L  Website,CAÑAREJAL MANTECOSO,BRONZE,5101 - Soft ewes' milk cheese plain,Spain,
Agroalimentaria Valle de los Molinos S.L.  Website,Queso Tierno con nueces / Tender cheese with nuts,SILVER,5101 - Soft ewes' milk cheese plain,Spain,
Quesería Tierra de Barros .S.L  Website,"""Cancho Roano"" DOP Queso de la Serena",SILVER,5101 - Soft ewes' milk cheese plain,Spain,
Baltasar Moralejo e Hijos S.R.L.  Website,QUESO CREMOSO PAGO LOS VIVALES,SILVER,5101 - Soft ewes' milk cheese plain,Spain,
Quesería Finca Pascualete  Website,Miniretorta,SILVER,5101 - Soft ewes' milk cheese plain,Spain,
Quesos Ruperto S.L.  Website,Abuelo Ruperto mini,SILVER,5101 - Soft ewes' milk cheese plain,Spain,
Industrias Lácteas Manzano S.A.  Website,CREMOSO DE OVEJA MANZER,SILVER,5101 - Soft ewes' milk cheese plain,Spain,
Lactalis Forlasa S.L.U.,QUESO DE OVEJA TRADICIONAL FRESCO,SILVER,5101 - Soft ewes' milk cheese plain,Spain,
Quesos del Casar S.L.  Website,"TORTA DEL CASAR DOP ""GRAN CASAR""",GOLD,5101 - Soft ewes' milk cheese plain,Spain,
Quesería Tierra de Barros .S.L  Website,"""Torta de Barros"" sheep's milk cheese",GOLD,5101 - Soft ewes' milk cheese plain,Spain,
Arteserena S.L  Website,"CREMOSITOS DEL ZÚJAR ""MINI""  View  Stockists",GOLD,5101 - Soft ewes' milk cheese plain,Spain,
Cedillo Producciones S.L.  Website,Moncedillo Original,GOLD,5101 - Soft ewes' milk cheese plain,Spain,
Cañarejal S.L  Website,CAÑAREJAL CREMOSO,SUPER GOLD,5101 - Soft ewes' milk cheese plain,Spain,
Village Maid Cheese  Website,Wigmore  View  Stockists,BRONZE,5101 - Soft ewes' milk cheese plain,United Kingdom,Berkshire
Blackberry Farm  Website,Fresh Brebis,BRONZE,5101 - Soft ewes' milk cheese plain,USA,
Almenland Stollenkaese GmbH  Website,Arzberger Aurum,GOLD,5102 - Semi-hard ewes' milk cheese plain,Austria,
SOCIETE DES CAVES,TOMME DE BREBIS LOU PERAC,BRONZE,5102 - Semi-hard ewes' milk cheese plain,France,
ONETIK  Website,Tommette Pur Brebis Pays Basque,SILVER,5102 - Semi-hard ewes' milk cheese plain,France,
SOCIETE DES CAVES,CORSU VECCHIU,GOLD,5102 - Semi-hard ewes' milk cheese plain,France,
ONETIK  Website,Ossau Iraty Grande Réserve,GOLD,5102 - Semi-hard ewes' milk cheese plain,France,
SOCIETE DES CAVES,P'TIT BASQUE ISATARA,GOLD,5102 - Semi-hard ewes' milk cheese plain,France,
La Quercia Srl - CheeseItaly  Website,Pecorino La Deliziosa,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Italy,
"""SA CRABERIA"" AZIENDA OVICAPRINA BRAU A.","SEMISTAGIONATO DI CAPRA ""SA CRABERIA""",SILVER,5102 - Semi-hard ewes' milk cheese plain,Italy,
azienda agricola fior di montalcino,Arciere,SILVER,5102 - Semi-hard ewes' milk cheese plain,Italy,
Busti Formaggi S.r.l.  Website,Pecorino Marzolino Bio a caglio vegetale - senza lattosio,SILVER,5102 - Semi-hard ewes' milk cheese plain,Italy,
Busti Formaggi S.r.l.  Website,Pecorino Toscano DOP,SILVER,5102 - Semi-hard ewes' milk cheese plain,Italy,
caseificiomorandi  Website,pecorino a latte crudo,SILVER,5102 - Semi-hard ewes' milk cheese plain,Italy,
Caseificio Sociale Manciano - CheeseItaly  Website,PECORINO TOSCANO D.O.P. STAGIONATO 12M,SILVER,5102 - Semi-hard ewes' milk cheese plain,Italy,
Caseificio Sociale Manciano - CheeseItaly  Website,PECORINO SPIA DELLA MAREMMA,SILVER,5102 - Semi-hard ewes' milk cheese plain,Italy,
Rancho San Josemaria  Website,Rancho San Josemaria,SILVER,5102 - Semi-hard ewes' milk cheese plain,Mexico,
Royal FrieslandCampina  Website,Friese Ooister,GOLD,5102 - Semi-hard ewes' milk cheese plain,Netherlands,
"Marco Antonio Pereira Unipessoal, Lda  Website",Sabores da Soalheira - Queijo de Ovelha Curado BIO,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Portugal,
"Malpiagro, Lda",Queijo Curado Ovelha,SILVER,5102 - Semi-hard ewes' milk cheese plain,Portugal,
SC Five Continent SRL  Website,Queso de oveja Monasterio de Horesu,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Romania,
Hijos de Eulalio Escarda SL  Website,QUESO PATA DE MULO LA CRUZ DEL POBRE,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Queserias Romero Gozalbez S.L.  Website,"QUESERIAS ROMERO GOZALBEZ, SL",BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
"Quesos de Almazora, S.L.  Website",QUESO SEMICURADO DE OVEJA,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Baltasar Moralejo e Hijos S.R.L.  Website,PAGO LOS VIVALES GREEN LABEL - SEMI CURED CHEESE,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Quesería Finca Pascualete  Website,Cumbre de Trujillo,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Queso Finca Valdivieso  Website,Queso Tierno Dehesilla,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
"Quesos Las Cortas, S.L.  Website",TOROZO SEMICURADO,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
"GABINO PEREZ, S.L.",QUESO DE OVEJA SEMICURADO GRASO,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Queso Artesano de Teruel S.L.  Website,"Sierra de Albarracín, Etiqueta Roja",BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Quesería El Pendo,Peñajorao Pequeño semicurado,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Las Terceras / Alcalaten S.L.  Website,Queso manchego semicurado Las Terceras DOP.,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
"Quesos Las Cortas, S.L.  Website",Quejigo Semicurado,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Queso Artesano de Teruel S.L.  Website,"Sierra de Albarracín, Etiqueta Oro",BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Queseria Karobi  Website,QUESO KAROBI,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
El Pilar SC  Website,EL ZAMORRAL,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Consorcio de Promoción del Ovino S.Coop  Website,CONSORCIO PROMOCION DEL OVINO.,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Villadharo  Website,Cerro del Angel - Manteca y Flores,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
El Cabildo de Gran Canaria  Website,MADRE VIEJA. Mezcla de cuajos,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Quesos Navalmoral S.A.  Website,"Sheep cheese cured ""CAMPOS DE TOLEDO""",BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Agroalimentaria Valle de los Molinos S.L.  Website,Curado de Oveja / Matured of sheep,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Queso Payoyo S.L.  Website,PAYOYO OVEJA SEMICURADO,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Finca de Uga S.L.  Website,OVEJITA,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
QUESOS MANCHEGOS MORALES S.A.  Website,CASTELL MORALES,BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Queseria de Hita,"QUESO DE OVEJA ""CASTILLO DE HITA""",BRONZE,5102 - Semi-hard ewes' milk cheese plain,Spain,
Lácteas García-Baquero SA  Website,Oveja POK Añejo,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
QUESOS CRISTO DEL PRADO S.L.,Queso de oveja semicurado Cristo del Prado,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
"Industrias Lácteas San Vicente, S.L.  Website",OVEJA SEMICURADO,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
Quesería El Pendo,Peñajorao Grande Semicurado,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
Betara S.L.  Website,FORMATGE D'OVELLA ECOLOGICA BETARA,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
Quesos Ilbesa  Website,QUESO OVEJA CURADO DM,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
Las Terceras / Alcalaten S.L.  Website,Queso manchego artesano semicurado Las Terceras DOP.,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
QUESOS ENCINASOLA S.L.  Website,Queso de Oveja Curado Encinasola,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
Cooperativa Vega Esla  Website,BuenGuzman Semicurado,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
Quesos Ruperto S.L.  Website,Abuelo Ruperto,SILVER,5102 - Semi-hard ewes' milk cheese plain,Spain,
